,Title,genres
4190,Not By Blood,"Suspense,Crime,Thriller"
4191,"No Plan B (Jack Reacher, #27)","Suspense,Crime"
4192,Blankets,"Graphic Novels,Comics"
4193,"Sincerely, Your Inconvenient Wife (The Harder They Fall, #2)",Romance
4194,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Business
4195,"The Laws of Attraction (Wyoming Sunrise, #2)",Christian
4196,Stupid Things I Won&#39;t Do When I Get Old,Biography
4197,The Institution,Psychology
4198,"The Sisters of Sea View (On Devonshire Shores, #1)",Christian
4199,Meditations,"Classics,Philosophy"
4200,"Bittersweet (Ashton Family, #1)",Suspense
4201,Radical: Taking Back Your Faith from the American Dream,Christian
4202,In the Shelter of Hollythorne House (The Houses of Yorkshire #2),Christian
4203,The Plant-Based Athlete: A Game-Changing Approach to Peak Performance,Cookbooks
4204,"Obsidian Throne (The Lochlann Feuds, #4)","Fantasy,Young Adult"
4205,"Vow of Thieves (Dance of Thieves, #2)",Fantasy
4206,Conviction,Crime
4207,Bridge to Terabithia,Childrens
4208,The Netanyahus,Religion
4209,"Pink Lemonade Cake Murder (Hannah Swensen, #29)","Mystery,Suspense,Contemporary,Cookbooks,Fiction"
4210,"White Sand, Volume 2 (White Sand, #2)",Comics
4211,Amboy: Recipes from the Filipino-American Dream,Cookbooks
4212,Cash,Music
4213,The Crow Valley Karaoke Championships,"Contemporary,Humor"
4214,Homegoing,Historical Fiction
4215,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Psychology,Self Help"
4216,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Cookbooks
4217,Now Is Not the Time to Panic,Art
4218,Between Shades of Gray,Historical Fiction
4219,Leadership : Six Studies in World Strategy,Business
4220,Elisabeth Elliot: A Life,Biography
4221,This Much is True,"LGBT,Biography"
4222,Karen&#39;s Worst Day (Baby-Sitters Little Sister Graphic Novel #3),Childrens
4223,Bad Mormon: A Memoir,"Memoir,Religion,Nonfiction"
4224,Other People&#39;s Clothes,Art
4225,"Dog Man: Fetch-22 (Dog Man, #8)","Childrens,Comics"
4226,The Adventures of Huckleberry Finn,Classics
4227,Outliers: The Story of Success,"Psychology,Business,Nonfiction,Self Help"
4228,Mrs. Nash&#39;s Ashes,"LGBT,Travel,Chick Lit,Romance,Fiction"
4229,"Us (Him, #2)",Sports
4230,さよなら絵梨 [Sayonara Eri],"Manga,Comics"
4231,The Centre,"LGBT,Science Fiction,Horror,Mystery,Contemporary,Fiction,Thriller"
4232,President Garfield: From Radical to Unifier,"History,Nonfiction,Biography"
4233,"Something (Full Murderhobo, #1)",Humor
4234,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Cookbooks
4235,Horns,Horror
4236,Looking for Alaska,"Contemporary,Young Adult"
4237,You Can Trust Me,"Suspense,Thriller"
4238,The Husband's Secret,Chick Lit
4239,The Social Contract,Philosophy
4240,"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)","Fantasy,Young Adult,Childrens,Fiction"
4241,Free: A Child and a Country at the End of History,"History,Philosophy"
4242,"Eyes of the Void (The Final Architecture, #2)",Science Fiction
4243,"Never Admire an Adventurer (Fortune&#39;s Brides: Guarding Her Heart, #2)",Historical Fiction
4244,Girl in a Band,Music
4245,鬼滅の刃 15 [Kimetsu no Yaiba 15],Manga
4246,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Business,Nonfiction,Biography"
4247,Art Through the Ages,Art
4248,East of Eden,Classics
4249,"Paradise (DS Walker, #2)","Crime,Mystery"
4250,"Ever Mine (Honey Mountain, #2)",Sports
4251,Sooley,Sports
4252,Faeries,Art
4253,Hotel Laguna,"Historical Fiction,Art"
4254,Her Little Flowers,"Fantasy,Paranormal,Horror,Suspense,Fiction,Thriller,Historical Fiction"
4255,Unpacking for Greece,Memoir
4256,"Tasting History: Explore the Past through 4,000 Years of Recipes",Cookbooks
4257,Over the Falls (Ryder Bay #1),Sports
4258,Places We&#39;ve Never Been,Travel
4259,How to Draw Cute Stuff: A Step-by-Step Drawing Guide for Kids,Nonfiction
4260,Life in Five Senses: How Exploring the Senses Got Me Out of My Head and Into the World,"Psychology,Spirituality,Science,Self Help"
4261,"Mark of the Fool (Mark of the Fool, #1)",Young Adult
4262,"The Final Gambit (The Inheritance Games, #3)",Romance
4263,"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)","Fantasy,Romance"
4264,Boldly Go: Reflections on a Life of Awe and Wonder,Philosophy
4265,Bury My Heart at Wounded Knee: An Indian History of the American West,History
4266,"The Paris Review, Issue 244, Summer 2023",Poetry
4267,"You (You, #1)","Suspense,Thriller"
4268,Dylan Dog n. 442 bis: L&#39;isola dai due soli,Graphic Novels
4269,アルスラーン戦記 19 [Arslan Senki 19],Manga
4270,"A Crown of Ivy and Glass (The Middlemist Trilogy, #1)","Fantasy,Romance"
4271,On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,"Psychology,Self Help"
4272,The Storyteller of Casablanca,Chick Lit
4273,Stepping Up,Humor
4274,"Persepolis: The Story of a Childhood (Persepolis, #1)","Memoir,Graphic Novels"
4275,光が死んだ夏 2 [Hikaru ga Shinda Natsu 2],"Manga,Comics"
4276,We Have Always Lived in the Castle,"Classics,Horror"
4277,"薬屋のひとりごと 7 [Kusuriya no Hitorigoto 7] (The Apothecary Diaries [Nekokurage], #7)",Manga
4278,The Pilgrim's Progress,"Religion,Christian"
4279,"Obsidian (Lux, #1)",Paranormal
4280,The Diamond Eye,History
4281,Bad Science,Science
4282,The Wedding Game,Humor
4283,We Are Okay,LGBT
4284,No Rules Rules: Netflix and the Culture of Reinvention,Business
4285,"The Evening and the Morning (Kingsbridge, #0)",Historical Fiction
4286,Chłopcy. Idą po Polskę,Nonfiction
4287,"Danger in Numbers (Amy Larson &amp; Hunter Forrest FBI, #1)",Religion
4288,The Moon Represents My Heart,"Fantasy,Science Fiction"
4289,"The Pocket Pair (Love Stories in Sheet Cake, Texas, #3)",Humor
4290,Rock Paper Scissors,"Suspense,Thriller"
4291,Sadie Sprocket Builds a Rocket,Science
4292,An Enquiry Concerning Human Understanding,Philosophy
4293,"Insurgent (Divergent, #2)",Young Adult
4294,Sushi for Beginners,Chick Lit
4295,"So Long, Chester Wheeler","LGBT,Travel"
4296,The House at the End of the World,"Paranormal,Suspense,Horror,Science Fiction"
4297,"The Ruthless Fae King (Kings of Avalier, #3)","Fantasy,Paranormal"
4298,A Zero Waste Life: In Thirty Days,Cookbooks
4299,"One for the Money (Stephanie Plum, #1)","Mystery,Humor"
4300,"All In (The Kings of Kroydon Hills, #1)",Sports
4301,The Last Dance,Humor
4302,The Love of my Life,"Suspense,Mystery"
4303,"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Science
4304,"Anne of the Island (Anne of Green Gables, #3)",Classics
4305,The Autobiography of Benjamin Franklin,Biography
4306,STFU: The Power of Keeping Your Mouth Shut in an Endlessly Noisy World,Business
4307,The Death of Francis Bacon,"Poetry,Art"
4308,The Island,Horror
4309,"He Who Fights with Monsters 6 (He Who Fights with Monsters, #6)",Science Fiction
4310,"Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible & Why We Don't Know About Them",Religion
4311,And Finally: Matters of Life and Death,"Philosophy,Science,Biography"
4312,Stolen Focus: Why You Can&#39;t Pay Attention- and How to Think Deeply Again,"Psychology,Business,Nonfiction,Self Help"
4313,"New Kid (New Kid, #1)",Graphic Novels
4314,All-Night Pharmacy,"Fiction,Contemporary,LGBT,Mystery"
4315,Dead Line (Cold Case Psychic #22),Paranormal
4316,"How to Get a Date with the Evil Queen (Monster Girlfriend, #2)",Science Fiction
4317,How Can I Help You,"Horror,Mystery,Suspense,Contemporary,Fiction,Thriller"
4318,The Great Believers,LGBT
4319,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Spirituality
4320,"Królewna. Część 1 (Rodzina Monet, #2A)",Young Adult
4321,Remedies for Disappearing,Poetry
4322,"Size 12 Is Not Fat (Heather Wells, #1)",Chick Lit
4323,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Cookbooks
4324,The House Swap,"Contemporary,Childrens,Travel"
4325,Indistractable: How to Control Your Attention and Choose Your Life,"Business,Science"
4326,"Three Blind Dates (Dating by Numbers, #1)",Sports
4327,Glow: The Wild Wonders of Bioluminescence,"Childrens,Science"
4328,"Lumberjanes, Vol. 1: Beware the Kitten Holy","Graphic Novels,Comics"
4329,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Cookbooks
4330,"Good in Bed (Cannie Shapiro, #1)",Chick Lit
4331,"呪術廻戦 20 (Jujutsu Kaisen, #20)",Manga
4332,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"History,Sports"
4333,Range: Why Generalists Triumph in a Specialized World,"Psychology,Business,Philosophy,Self Help"
4334,"Scarlet Princess (The Lochlann Feuds, #1)","Romance,Young Adult"
4335,Boy Meets Boy,LGBT
4336,Lessons in Chemistry,Contemporary
4337,Wanting the Winger (Charleston Coyotes Hockey #1),Sports
4338,Girl Wash your Face,"Memoir,Nonfiction,Christian,Self Help"
4339,One August Night,History
4340,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Contemporary
4341,The Woman in the Window,"Suspense,Crime,Thriller,Mystery"
4342,The Very Secret Society of Irregular Witches,Paranormal
4343,Watchmen,"Graphic Novels,Comics"
4344,"Hawkeye, Volume 1: My Life as a Weapon",Comics
4345,Howl and Other Poems,Poetry
4346,Wuthering Heights,"Fiction,Classics,Romance"
4347,"The Big Sleep (Philip Marlowe, #1)",Crime
4348,"A Three Dog Problem (Her Majesty the Queen Investigates, #2)",Art
4349,The Alchemist,"Fiction,Philosophy,Spirituality,Self Help"
4350,"World Without End (Kingsbridge, #2)",Historical Fiction
4351,"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond",Music
4352,"Girl, Interrupted",Memoir
4353,"One Foot in the Grave (Night Huntress, #2)",Paranormal
4354,Riding the Iron Rooster,Travel
4355,"Half Baked Harvest Every Day: Recipes for Balanced, Flexible, Feel-Good Meals",Cookbooks
4356,"Broken Bay (Detective Sergeant Mark Ariti, #3)",Crime
4357,El peligro de estar cuerda,Art
4358,Atlas Shrugged,Philosophy
4359,"The DIRTY, LAZY, KETO Dirt Cheap Cookbook: 100 Easy Recipes to Save Money &amp; Time!",Cookbooks
4360,Lo que hay,Poetry
4361,"The One (The Selection, #3)",Romance
4362,Those We Drown,"Paranormal,Horror,Young Adult"
4363,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Humor
4364,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Business,Nonfiction"
4365,The Places in Between,Travel
4366,"The Nazi Conspiracy: The Secret Plot to Kill Roosevelt, Stalin, and Churchill",History
4367,"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery","Psychology,Memoir,Self Help"
4368,The Life She Wanted,"Romance,Historical Fiction,Chick Lit"
4369,Mary Ventura and the Ninth Kingdom,Poetry
4370,その着せ替え人形は恋をする 9 [Sono Bisque Doll wa Koi wo Suru 9],"Manga,Comics"
4371,King of the Armadillos,Historical Fiction
4372,The Gifts of Imperfection,"Psychology,Self Help"
4373,Menti tribali: Perché le brave persone di dividono su politica e religione,"Psychology,Religion"
4374,"Wined and Died in New Orleans (Vintage Cookbook Mystery, #2)",Cookbooks
4375,Torith (System Universe #2),"Science Fiction,Humor"
4376,Best of Friends,LGBT
4377,Tales of a Female Nomad: Living at Large in the World,Travel
4378,"The Stars are Dying (Nytefall, #1)","Fantasy,Romance"
4379,"The Goal (Off-Campus, #4)",Sports
4380,"Flesh and Blood (DS Aector McAvoy, #11)",Crime
4381,No One Rides For Free,Horror
4382,"Maid: Hard Work, Low Pay, and a Mother&#39;s Will to Survive","Memoir,Nonfiction"
4383,Batman- One Bad Day: Catwoman,"Graphic Novels,Comics"
4384,Don't Waste Your Life,Christian
4385,Vivian Lantz&#39;s Second Chances,Young Adult
4386,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,History
4387,"The Mistake (Off-Campus, #2)",Sports
4388,The Air Raid Book Club,"Fiction,Historical Fiction"
4389,Natural Beauty,LGBT
4390,The Primal Hunter 6 (The Primal Hunter #6),Fantasy
4391,"Rocking Her Silence (Rock Gods of D.C., #1)",Music
4392,"Rocked Bayou (Badges of the Bayou, #3)",Music
4393,The Prince &amp; The Apocalypse,"Contemporary,Romance,Young Adult"
4394,SAKAMOTO DAYS 1,Graphic Novels
4395,呪術廻戦 22 [Jujutsu Kaisen 22],"Manga,Graphic Novels"
4396,Unbreak My Heart: A Steamy Second Chance Romance,Romance
4397,"Return Policy (Crystal Bay University, #1)",Sports
4398,Adult Drama: And Other Essays,"Memoir,Nonfiction"
4399,"The Setup (Single in Seattle, #4)",Music
4400,We Are What We Eat: A Slow Food Manifesto,Cookbooks
4401,A Newlywed’s Guide to Fortune and Murder (Countess of Harleigh #6),Humor
4402,Why Fish Don&#39;t Exist,"History,Memoir,Philosophy"
4403,"Keeper of Enchanted Rooms (Whimbrel House, #1)",Paranormal
4404,The Hero of This Book,Biography
4405,"Clockwork Angel (The Infernal Devices, #1)","Paranormal,Young Adult"
4406,Boys in the Valley,"Fantasy,Horror,Fiction,Thriller,Historical Fiction"
4407,The Inmate,"Fiction,Thriller,Mystery"
4408,Meet Me in Paradise,Travel
4409,Someone We Know,"Crime,Mystery"
4410,"Raising Hell (In Fire and Ash, #2)",Paranormal
4411,Pumpkin Day at the Zoo,Childrens
4412,The Beatryce Prophecy,Childrens
4413,"Cosmoknights, Vol. 2 (Cosmoknights, #2)","Graphic Novels,Science Fiction,Comics"
4414,"Bittersweet Melody (The Bittersweet Symphony Duet, #2.5)",Music
4415,Her Deadly Game,Suspense
4416,Where the Light Fell,Spirituality
4417,To Kill a Mockingbird,"Fiction,Classics,Historical Fiction"
4418,Concerning the Spiritual in Art,Art
4419,"Skyward (Skyward, #1)",Science Fiction
4420,Some Girls Do,"Sports,LGBT,Young Adult"
4421,ワールドトリガー 26 [World Trigger 26],Manga
4422,November 9,Romance
4423,"Only One Forever (Only One, #8)",Sports
4424,"The Stoic Challenge: A Philosopher&#39;s Guide to Becoming Tougher, Calmer, and More Resilient","Philosophy,Spirituality"
4425,The New Puritans: How the Religion of Social Justice Captured the Western World,Religion
4426,The Wife App,"Romance,LGBT,Chick Lit"
4427,"Fruits Basket, Vol. 5",Manga
4428,Jews Don&#39;t Count,Religion
4429,"Code Name Verity (Code Name Verity, #1)",Historical Fiction
4430,Layton,Sports
4431,Hijab Butch Blues,Religion
4432,Mystery on Hidden Lane (Eve Mallow Mystery #1),Crime
4433,Sleepy Sheepy,Childrens
4434,My Name Is Why,Poetry
4435,The Sandman Vol. 5: A Game of You,"Graphic Novels,Comics"
4436,Prom Mom,"Mystery,Suspense,Romance,Fiction,Crime,Thriller"
4437,とんがり帽子のアトリエ 9 [Tongari Bōshi no Atelier 9],"Graphic Novels,Comics"
4438,The Immortal Life of Henrietta Lacks,"History,Nonfiction,Science,Biography"
4439,Drowning,"Contemporary,Thriller,Mystery"
4440,The Flatshare,"Romance,Chick Lit"
4441,The Couple Next Door,"Suspense,Thriller"
4442,Gender Queer: A Memoir,"LGBT,Graphic Novels,Comics,Nonfiction,Memoir"
4443,"A Desolation Called Peace (Teixcalaan, #2)","Science Fiction,LGBT"
4444,What Never Happened,"Fiction,Suspense,Thriller,Mystery"
4445,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Spirituality
4446,Into the Water,"Suspense,Thriller"
4447,"Fifty Shades Darker (Fifty Shades, #2)",Romance
4448,What to Listen for in Music,Music
4449,The Dead Zone,Horror
4450,Windfall,"Suspense,Thriller"
4451,Skandar et le cavalier fantôme - tome 2,Childrens
4452,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Philosophy
4453,Seventeen,"Memoir,Nonfiction"
4454,Divine Secrets of the Ya-Ya Sisterhood,Chick Lit
4455,Decluttering at the Speed of Life: Winning Your Never-Ending Battle with Stuff,Self Help
4456,This Is Your Mind on Plants,Psychology
4457,This Bird Has Flown,Music
4458,"You Are a Badass Every Day: How to Keep Your Motivation Strong, Your Vibe High, and Your Quest for Transformation Unstoppable",Business
4459,A Lady&#39;s Guide to Fortune-Hunting,Historical Fiction
4460,Fear and Trembling (Penguin Great Ideas),Philosophy
4461,The Phantom Tollbooth,Childrens
4462,"You, with a View","Romance,Travel"
4463,"Persephone (Into Shadow, #2)",Science Fiction
4464,The Snowcat Prince,Childrens
4465,The Making of Another Major Motion Picture Masterpiece,Historical Fiction
4466,"The Ghosts of Trappist (NeoG, 3)",Science Fiction
4467,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality (Paperback),Christian
4468,Silent Bones (Kelly Porter #11),Crime
4469,Danny Phantom: A Glitch in Time,Graphic Novels
4470,"Sing Me to Sleep (Sing Me to Sleep, #1)","Fantasy,Romance,Young Adult"
4471,Group: How One Therapist and a Circle of Strangers Saved My Life,Psychology
4472,Rework,Business
4473,"The Journey (Big Panda &amp; Tiny Dragon, #2)","Spirituality,Graphic Novels,Poetry,Philosophy,Religion,Art"
4474,Carmilla,Horror
4475,Enough Already: Learning to Love the Way I Am Today,Cookbooks
4476,"Love &amp; Luck (Love &amp; Gelato, #2)",Travel
4477,"The Fadeaway (Smart Jocks, #2)",Sports
4478,"The Girl Who Played with Fire (Millennium, #2)","Suspense,Crime,Thriller,Mystery"
4479,Never Finished: Unshackle Your Mind and Win the War Within,"Psychology,Sports,Philosophy,Self Help,Memoir"
4480,Inside Threat,Suspense
4481,Bossypants,"Memoir,Humor,Nonfiction,Biography"
4482,Round Ireland with a Fridge,Travel
4483,The Help,"Fiction,Classics,Historical Fiction"
